accelerometer_x,accelerometer_y,accelerometer_z,gravity_x,gravity_y,gravity_z,gyros_x,gyros_y,gyros_z,lin_accel_x,lin_accel_y,lin_accel_z,game_rot_vec_x,game_rot_vec_y,game_rot_vec_z,magn_field_x,magn_field_y,magn_field_z
-15.919,-6.359,-21.413,0.713,-7.826,-5.866,0.512,-0.184,-0.245,-7.377,8.635,-11.217,-0.568,0.69,-0.37,-3.677,40.298,0.847
-9.773,-2.179,-19.137,0.549,-7.752,-5.982,-0.24,-0.431,0.397,-8.345,7.653,-12.61,-0.568,0.694,-0.361,-4.652,40.376,-0.745
-6.108,0.091,-21.399,0.265,-7.567,-6.232,-1.13,-0.783,0.858,-9.204,6.139,-13.79,-0.568,0.704,-0.341,-6.775,39.842,0.111
-8.437,1.188,-19.299,-0.168,-7.248,-6.604,-2.109,-1.384,1.407,-7.65,3.49,-13.78,-0.568,0.717,-0.311,-6.285,40.321,-1.334
-8.265,1.243,-16.886,-0.701,-6.756,-7.074,-3.171,-1.777,1.874,-5.02,-0.358,-14.035,-0.568,0.734,-0.27,-5.582,39.796,-2.834
-6.658,0.747,-17.13,-1.464,-6.051,-7.577,-4.306,-3.387,2.013,-2.701,-4.383,-14.929,-0.572,0.748,-0.212,-5.118,41.071,-1.187
-7.791,-0.165,-18.643,-2.724,-5.119,-7.909,-5.49,-6.764,1.994,-0.566,-10.105,-13.992,-0.584,0.75,-0.127,-5.092,39.235,0.658
-8.935,-1.511,-20.089,-4.402,-3.996,-7.799,-6.414,-9.712,2.187,4.767,-15.688,-13.611,-0.595,0.737,-0.019,-2.794,39.725,3.001
-7.82,-3.866,-20.482,-6.226,-2.775,-7.05,-7.077,-11.697,2.383,10.078,-20.423,-14.612,-0.599,0.707,0.105,-2.034,40.961,6.491
-5.737,-7.259,-21.26,-7.799,-1.563,-5.736,-7.523,-11.915,2.62,9.619,-24.618,-14.719,-0.593,0.664,0.231,1.74,38.68,12.552
-4.209,-10.618,-22.735,-8.897,-0.455,-4.099,-6.99,-10.943,3.297,9.131,-26.006,-14.452,-0.574,0.616,0.347,6.984,36.487,17.067
-3.4,-15.43,-22.22,-9.537,0.578,-2.209,-5.817,-10.544,4.283,11.588,-25.335,-13.515,-0.535,0.571,0.452,11.426,34.021,20.891
0.148,-19.881,-21.794,-9.686,1.529,-0.1,-4.758,-10.603,4.822,11.089,-20.545,-10.282,-0.48,0.524,0.55,16.02,30.76,20.874
3.51,-23.35,-22.05,-9.335,2.306,1.924,-3.932,-9.921,4.72,10.838,-14.228,-9.254,-0.417,0.477,0.634,22.375,24.083,21.361
1.369,-26.271,-20.786,-8.559,2.765,3.907,-3.274,-10.022,3.739,15.108,-10.208,-6.546,-0.348,0.424,0.704,29.395,18.729,17.441
-0.273,-26.487,-18.785,-7.488,2.774,5.692,-2.942,-9.711,1.909,17.32,-8.148,-0.459,-0.282,0.361,0.756,33.466,16.37,13.194
1.563,-24.727,-15.837,-6.6,2.421,6.837,-3.017,-6.524,0.375,15.583,-7.362,3.299,-0.242,0.305,0.787,35.855,12.497,6.125
0.986,-18.95,-10.386,-6.116,2.002,7.4,-3.144,-2.89,0.408,15.771,-5.533,2.398,-0.231,0.264,0.805,37.624,10.114,2.301
1.185,-11.844,-7.264,-5.717,1.507,7.824,-3.652,-2.108,0.502,14.3,-0.243,2.895,-0.227,0.223,0.823,36.789,10.912,-6.061
6.349,-7.379,-2.547,-5.203,0.764,8.277,-4.352,-2.892,-0.519,13.289,2.622,1.861,-0.221,0.171,0.836,36.931,10.437,-8.817
9.725,-5.334,5.315,-4.436,-0.132,8.745,-4.649,-4.214,-1.377,10.102,6.122,4.56,-0.206,0.109,0.846,34.16,10.802,-11.137
8.925,-4.92,10.195,-3.815,-0.921,8.987,-4.099,-3.194,-1.341,5.418,9.534,6.695,-0.196,0.057,0.85,35.976,12.154,-9.529
9.634,-3.524,9.824,-3.476,-1.461,9.053,-2.907,-1.679,-1.07,0.05,11.532,6.565,-0.195,0.024,0.85,33.568,15.118,-10.269
8.583,1.264,10.719,-3.224,-1.764,9.092,-1.641,-1.25,-1.125,-4.278,12.506,6.689,-0.191,0.006,0.847,32.176,16.733,-14.365
