accelerometer_x,accelerometer_y,accelerometer_z,gravity_x,gravity_y,gravity_z,gyros_x,gyros_y,gyros_z,lin_accel_x,lin_accel_y,lin_accel_z,game_rot_vec_x,game_rot_vec_y,game_rot_vec_z,magn_field_x,magn_field_y,magn_field_z
21.086,-26.173,-4.53,-1.671,-9.569,-1.348,0.482,0.83,1.591,11.882,5.078,-10.162,-0.265,-0.706,0.645,-1.631,42.142,-3.215
29.111,-29.255,-10.573,-1.765,-9.545,-1.398,0.026,0.234,0.792,11.481,6.354,-8.272,-0.271,-0.705,0.644,-0.476,43.211,-1.984
31.089,-23.925,-15.303,-1.628,-9.553,-1.503,-0.361,-0.055,-0.478,10.188,4.589,-6.812,-0.267,-0.711,0.639,-0.758,43.237,-2.763
25.041,-7.611,-8.049,-1.368,-9.568,-1.662,-0.701,-0.187,-1.174,8.744,4.372,-5.09,-0.257,-0.72,0.631,0.505,44.475,-2.725
18.526,-6.792,-7.774,-1.092,-9.559,-1.898,-1.067,0.136,-1.208,8.112,3.766,-4.824,-0.25,-0.731,0.62,-0.812,44.057,-1.95
13.733,-7.944,-12.653,-0.76,-9.527,-2.196,-1.375,0.157,-1.482,8.168,1.056,-6.048,-0.241,-0.744,0.606,-3.604,45.213,-0.876
10.182,-4.657,-11.533,-0.285,-9.476,-2.51,-1.565,-0.781,-2.501,6.928,-1.068,-5.214,-0.219,-0.762,0.591,-3.857,44.748,-2.296
9.692,-3.321,-9.689,0.306,-9.385,-2.829,-1.644,-1.264,-3.335,5.203,0.652,-1.237,-0.188,-0.78,0.575,-6.476,44.049,1.697
8.542,-5.068,-8.332,0.923,-9.237,-3.162,-1.732,-0.145,-3.163,6.466,1.902,-1.503,-0.164,-0.797,0.556,-7.889,42.831,0.584
7.364,-5.277,-6.766,1.55,-9.029,-3.499,-1.984,1.212,-2.744,8.38,-0.468,-1.461,-0.151,-0.81,0.532,-11.513,44.359,2.682
7.012,-5.856,-6.735,2.337,-8.742,-3.779,-2.094,2.338,-3.238,8.399,-2.913,-1.143,-0.14,-0.82,0.504,-13.589,41.354,3.061
7.403,-8.533,-8.257,3.299,-8.34,-3.966,-2.074,2.938,-4.134,6.711,-4.478,-2.125,-0.124,-0.829,0.472,-18.132,42.293,3.979
6.641,-10.616,-7.743,4.343,-7.806,-4.046,-2.075,3.304,-4.717,5.148,-4.662,-2.065,-0.106,-0.834,0.437,-20.822,40.155,3.915
5.511,-8.803,-4.087,5.385,-7.174,-3.963,-2.178,4.18,-4.683,2.155,-3.735,-1.69,-0.092,-0.833,0.398,-24.469,37.616,0.71
7.396,-7.4,-4.688,6.351,-6.504,-3.678,-2.424,5.155,-4.108,2.231,-2.411,0.488,-0.087,-0.825,0.357,-28.513,35.555,1.605
9.943,-9.572,-4.989,7.255,-5.806,-3.135,-2.401,6.047,-3.925,2.747,-3.085,1.2,-0.086,-0.808,0.314,-31.123,33.923,-0.087
10.762,-11.751,-4.963,8.082,-5.045,-2.323,-2.242,6.87,-4.187,2.581,-4.565,-2.509,-0.085,-0.782,0.269,-33.98,30.011,-2.872
10.058,-12.938,-6.148,8.751,-4.229,-1.305,-2.355,7.402,-4.449,0.442,-7.189,-4.586,-0.084,-0.748,0.219,-35.199,27.65,-6.477
9.569,-12.608,-6.184,9.174,-3.462,-0.13,-2.354,7.565,-4.316,-1.643,-10.349,-2.462,-0.084,-0.707,0.169,-36.734,25.81,-10.529
7.649,-11.054,-5.734,9.339,-2.763,1.151,-1.996,7.604,-4.132,-0.862,-11.416,-2.845,-0.083,-0.659,0.121,-35.583,22.333,-16.302
8.72,-9.057,-3.27,9.244,-2.096,2.514,-1.597,7.801,-4.203,-0.483,-13.14,-4.26,-0.079,-0.605,0.074,-36.269,19.949,-20.93
10.173,-9.028,-2.008,8.883,-1.477,3.883,-1.158,7.89,-4.218,-0.798,-15.891,-6.893,-0.071,-0.545,0.029,-33.612,16.989,-22.144
10.874,-9.742,-4.893,8.328,-1,5.08,-0.83,7.205,-3.688,-2.702,-17.446,-9.231,-0.064,-0.487,-0.01,-30.753,16.042,-27.904
