accelerometer_x,accelerometer_y,accelerometer_z,gravity_x,gravity_y,gravity_z,gyros_x,gyros_y,gyros_z,lin_accel_x,lin_accel_y,lin_accel_z,game_rot_vec_x,game_rot_vec_y,game_rot_vec_z,magn_field_x,magn_field_y,magn_field_z
2.77,8.954,1.753,2.531,9.279,1.912,0.094,0.63,0.375,0.2,-0.705,-0.407,0.266,-0.576,-0.592,-28.796,-31.818,-13.605
2.351,8.495,2.004,2.583,9.262,1.928,0.083,0.582,0.397,-0.031,-0.379,0.174,0.268,-0.574,-0.588,-28.641,-32.306,-15.146
2.531,8.119,1.231,2.64,9.239,1.962,0.045,0.775,0.461,0.153,-0.29,0.314,0.27,-0.572,-0.583,-28.375,-32.007,-13.737
2.77,8.715,1.535,2.699,9.212,2.006,0.032,0.826,0.472,0.964,-0.112,0.94,0.272,-0.569,-0.578,-29.317,-32.269,-14.59
2.59,9.021,2.131,2.733,9.192,2.05,0.072,0.895,0.333,2.124,0.721,2.049,0.275,-0.566,-0.573,-28.253,-31.848,-13.867
2.832,9.086,2.306,2.694,9.192,2.102,0.186,1.208,0.009,2.483,1.314,4.359,0.282,-0.56,-0.569,-29.071,-31.952,-14.851
3.704,9.239,2.976,2.543,9.219,2.173,0.31,2.005,-0.364,1.031,1.084,4.877,0.297,-0.549,-0.564,-29.424,-30.783,-14.037
4.901,10.061,4.133,2.313,9.259,2.257,0.409,2.695,-0.545,-1.399,-0.02,5.349,0.317,-0.534,-0.557,-28.304,-31.34,-14.899
5.224,10.669,6.498,2.062,9.3,2.328,0.63,3.296,-0.465,-2.677,-1.956,8.193,0.34,-0.515,-0.547,-26.845,-31.242,-17.355
3.622,10.477,7.092,1.806,9.341,2.376,0.995,4.331,-0.202,-3.431,-4.039,12.261,0.369,-0.492,-0.529,-25.827,-34.251,-19.766
0.96,9.419,7.65,1.56,9.389,2.364,1.513,5.824,0.291,-5.594,-5.762,13.588,0.406,-0.464,-0.5,-23.889,-33.049,-20.438
-0.575,7.523,10.566,1.443,9.438,2.239,2.139,7.048,1.267,-7.718,-7.656,11.469,0.446,-0.432,-0.454,-22.379,-33.461,-21.712
-1.592,5.473,14.682,1.634,9.453,2.034,2.612,7.586,2.874,-8.107,-11.053,9.262,0.482,-0.404,-0.39,-19.975,-31.602,-24.879
-4.008,3.783,15.991,2.252,9.362,1.857,2.747,7.706,4.913,-6.435,-15.271,6.058,0.508,-0.384,-0.308,-18.884,-33.636,-26.305
-6.256,1.908,13.738,3.359,9.043,1.766,2.72,7.081,7.273,-4.389,-19.901,0.487,0.518,-0.377,-0.208,-16.051,-35.139,-26.033
-6.46,-1.525,11.313,4.909,8.309,1.74,2.611,5.248,9.601,-1.117,-24.49,-2.62,0.507,-0.393,-0.096,-15.53,-31.526,-27.707
-4.183,-5.909,7.915,6.601,7.028,1.789,2.294,3.542,11.163,2.906,-27.374,-2.316,0.478,-0.425,0.021,-19.115,-30.96,-28.561
-1.066,-10.953,2.234,8.052,5.245,1.958,1.671,2.671,11.801,3.043,-27.732,-4.807,0.433,-0.461,0.136,-22.13,-27.135,-29.137
3.685,-16.364,-0.919,9.071,3.098,2.069,0.759,1.283,11.933,1.567,-25.477,-9.294,0.376,-0.503,0.239,-23.61,-23.897,-30.087
9.299,-20.568,-0.584,9.601,0.783,1.841,-0.271,-0.9,11.608,1.016,-22.729,-12.766,0.312,-0.556,0.322,-29.535,-16.956,-26.877
10.783,-22.69,-2.925,9.623,-1.435,1.226,-1.257,-2.754,10.702,0.924,-19.572,-12.767,0.248,-0.613,0.381,-30.984,-10.739,-28.979
10.247,-22.513,-7.314,9.209,-3.34,0.447,-1.943,-3.305,9.415,1.677,-17.619,-10.353,0.187,-0.665,0.421,-33.813,-3.497,-26.108
10.185,-21.981,-11.008,8.485,-4.905,-0.349,-2.419,-3.064,8.429,5.226,-17.178,-9.533,0.127,-0.708,0.448,-34.552,4.463,-25.751
