accelerometer_x,accelerometer_y,accelerometer_z,gravity_x,gravity_y,gravity_z,gyros_x,gyros_y,gyros_z,lin_accel_x,lin_accel_y,lin_accel_z,game_rot_vec_x,game_rot_vec_y,game_rot_vec_z,magn_field_x,magn_field_y,magn_field_z
-1.441,-1.326,8.842,-1.325,-0.868,9.678,0.055,-0.045,-0.008,-0.316,0.152,-0.555,0,0,0,20.988,20.57,-31.155
-1.252,-1.005,10.506,-1.392,-0.865,9.669,0.055,-0.047,-0.008,-0.144,0.041,-0.725,-0.044,0.071,-0.003,21.042,21.562,-31.688
-1.523,-0.857,9.912,-1.398,-0.856,9.669,0.035,-0.046,0.008,-0.007,0.037,-0.365,-0.044,0.072,-0.003,21.913,18.88,-32.872
-1.717,-0.766,9.675,-1.427,-0.856,9.664,0.026,0.027,0.035,-0.063,0.001,-0.384,-0.044,0.073,-0.003,22.026,19.354,-31.615
-1.583,-0.852,9.266,-1.476,-0.865,9.656,0.007,0.097,0.036,-0.127,-0.038,-0.405,-0.044,0.076,-0.002,21.661,18.877,-31.071
-1.439,-0.84,9.536,-1.506,-0.873,9.651,-0.007,0.043,0.026,-0.112,-0.024,-0.278,-0.045,0.077,-0.002,21.037,19.754,-32.272
-1.513,-0.869,9.441,-1.508,-0.887,9.649,-0.02,-0.015,0.011,-0.008,-0.069,-0.185,-0.045,0.077,-0.002,21.104,20.734,-31.741
-1.619,-0.912,9.35,-1.498,-0.9,9.65,-0.024,-0.005,0.007,0.091,-0.076,-0.007,-0.046,0.077,-0.002,22.514,19.991,-32.289
-1.628,-0.902,9.436,-1.494,-0.909,9.65,-0.02,0.033,0.015,0.104,-0.061,0.025,-0.046,0.077,-0.002,20.769,19.768,-31.99
-1.523,-0.96,9.505,-1.5,-0.918,9.648,-0.012,0.065,0.018,0.07,-0.074,0.019,-0.047,0.077,-0.002,22.035,19.038,-33.003
-1.413,-0.979,9.682,-1.508,-0.921,9.646,-0.001,0.039,0.013,0.01,-0.038,-0.074,-0.047,0.077,-0.001,22.166,19.188,-32.375
-1.396,-0.974,9.716,-1.508,-0.922,9.646,0.002,-0.005,0.003,0.011,-0.011,-0.109,-0.047,0.077,-0.001,23.424,20.587,-31.871
-1.437,-0.996,9.709,-1.508,-0.921,9.646,0.001,0.006,0.001,0.036,0.027,-0.124,-0.047,0.077,-0.001,21.948,20.198,-32.927
-1.504,-0.962,9.608,-1.509,-0.92,9.646,0.001,0.005,0.007,0.014,0.012,-0.123,-0.047,0.077,-0.001,22.925,18.304,-31.314
-1.501,-0.936,9.565,-1.512,-0.922,9.645,0.001,0.007,0.002,-0.001,-0.016,-0.131,-0.047,0.077,-0.001,22.768,18.178,-34.068
-1.475,-0.895,9.541,-1.513,-0.922,9.645,-0.003,0.004,0.001,0.013,0.008,-0.09,-0.047,0.078,-0.001,22.458,20.657,-32.703
-1.497,-0.91,9.534,-1.514,-0.924,9.645,-0.005,0.011,-0.004,0.024,0.006,-0.096,-0.047,0.078,-0.001,21.735,19.698,-31.158
-1.513,-0.938,9.517,-1.52,-0.926,9.644,-0.009,0.02,-0.007,-0.019,0.008,-0.113,-0.047,0.078,-0.002,21.121,18.597,-32.652
-1.499,-0.914,9.553,-1.524,-0.929,9.643,-0.012,0.008,-0.006,-0.042,0.003,-0.066,-0.047,0.078,-0.002,21.8,20.37,-32.776
-1.489,-0.917,9.541,-1.529,-0.932,9.642,-0.015,0.015,-0.005,-0.049,-0.008,-0.056,-0.048,0.078,-0.002,20.766,21.584,-32.013
-1.537,-0.917,9.517,-1.535,-0.937,9.64,-0.019,0.018,-0.002,-0.037,-0.025,-0.037,-0.048,0.079,-0.002,20.752,21.594,-33.075
-1.564,-0.924,9.56,-1.536,-0.942,9.64,-0.018,0.001,-0.007,-0.031,-0.018,-0.009,-0.048,0.079,-0.002,22.903,20.135,-32.855
-1.576,-0.938,9.567,-1.533,-0.945,9.64,-0.016,-0.016,-0.016,0.009,0,-0.025,-0.048,0.079,-0.002,20.009,18.994,-32.257
-1.568,-0.96,9.584,-1.534,-0.947,9.64,-0.011,0.01,-0.016,0.017,0.033,-0.001,-0.048,0.079,-0.002,22.086,18.53,-31.973
-1.564,-0.958,9.611,-1.541,-0.946,9.638,-0.007,0.031,-0.004,-0.045,0.054,-0.053,-0.048,0.079,-0.002,21.535,18.568,-32.318
-1.52,-0.943,9.594,-1.544,-0.946,9.638,-0.008,0,0,-0.062,0.051,-0.09,-0.048,0.079,-0.002,22.107,18.202,-32.298
