accelerometer_x,accelerometer_y,accelerometer_z,gravity_x,gravity_y,gravity_z,gyros_x,gyros_y,gyros_z,lin_accel_x,lin_accel_y,lin_accel_z,game_rot_vec_x,game_rot_vec_y,game_rot_vec_z,magn_field_x,magn_field_y,magn_field_z
2.487,-0.287,10.056,2.698,-0.401,9.42,0.513,-0.117,0.292,0.862,0.227,-0.106,-0.016,-0.14,0.035,10.233,7.466,-40.877
2.49,-0.606,10.243,2.742,-0.293,9.411,0.502,-0.175,0.133,1.192,1.48,1.018,-0.01,-0.142,0.037,10.686,6.783,-41.345
2.554,-1.049,9.807,2.796,-0.132,9.399,0.611,-0.252,-0.089,1.335,2.91,2.99,-0.002,-0.144,0.036,9.303,5.382,-40.948
2.401,-1.312,9.026,2.834,0.123,9.387,0.928,-0.21,-0.259,1.523,4.995,5.338,0.011,-0.146,0.035,10.712,6.451,-41.367
2.296,-1.362,8.947,2.865,0.511,9.365,1.497,-0.202,-0.394,2.005,6.837,7.551,0.031,-0.147,0.032,9.425,5.232,-43.227
2.93,-1.3,9.285,2.922,1.08,9.299,2.347,-0.384,-0.596,2.43,8.43,8.618,0.06,-0.149,0.029,11.534,2.771,-41.411
3.596,-0.179,9.436,3.025,1.864,9.14,3.37,-0.769,-0.904,2.778,10.89,10.565,0.1,-0.155,0.024,8.966,0.792,-41.606
3.974,1.183,10.568,3.14,2.842,8.845,4.527,-1.069,-1.237,3.283,11.279,12.738,0.151,-0.162,0.016,9.718,-2.052,-42.357
4.185,2.775,12.57,3.293,3.995,8.329,5.888,-1.648,-1.635,3.392,8.545,12.272,0.213,-0.173,0.007,9.442,-5.348,-40.944
4.434,5.121,14.978,3.54,5.296,7.456,7.356,-2.865,-2.097,3.451,5.604,10.717,0.286,-0.194,-0.007,7.707,-11.015,-40.424
4.98,7.367,17.272,3.894,6.647,6.069,8.635,-4.839,-2.621,4.123,2.752,6.093,0.37,-0.232,-0.028,4.974,-17.78,-39.455
5.502,9.565,18.393,4.215,7.833,4.129,9.19,-7.267,-3.045,4.092,2.632,1.777,0.454,-0.288,-0.06,0.47,-24.434,-38.164
6.009,12.881,20.327,4.259,8.649,1.794,8.978,-9.71,-3.242,3.063,4.146,0.225,0.529,-0.358,-0.106,-1.923,-29.309,-30.351
6.701,14.373,22.367,3.813,9.018,-0.563,7.913,-11.557,-3.328,4.545,7.188,-0.572,0.584,-0.434,-0.163,-5.606,-37.212,-24.983
7.041,12.972,21.5,2.824,9.069,-2.438,6.219,-12.028,-3.629,8.373,9.308,3.875,0.613,-0.498,-0.228,-8.124,-36.806,-16.653
7.429,11.557,19.096,1.505,8.916,-3.795,5.201,-11.879,-3.781,13.81,5.305,7.911,0.625,-0.551,-0.292,-10.591,-40.842,-9.851
8.535,10.283,12.97,0.034,8.566,-4.775,4.869,-11.84,-3.239,13.579,-1.554,7.123,0.622,-0.597,-0.349,-9.161,-42.491,-2.565
8.892,11.552,6.479,-1.36,8.133,-5.308,4.177,-10.713,-2.407,12.008,-4.16,5.851,0.608,-0.633,-0.396,-8.269,-44.577,2.216
7.939,14.049,2.28,-2.587,7.686,-5.514,3.701,-9.561,-1.771,13.221,-6.176,5.809,0.586,-0.662,-0.431,-4.643,-43.523,5.618
8.949,17.605,-1.223,-3.725,7.184,-5.54,3.789,-8.888,-1.747,18.328,-9.959,6.732,0.562,-0.683,-0.456,-1.465,-45.415,9.685
11.669,19.894,1.03,-4.864,6.598,-5.384,3.893,-8.38,-2.208,20.917,-12.794,9.693,0.539,-0.696,-0.475,-0.18,-43.887,13.541
15.574,15.752,3.465,-5.903,5.921,-5.125,4.039,-7.18,-2.421,16.583,-12.815,11.01,-0.519,0.701,0.483,5.116,-39.496,18.985
13.618,8.433,1.556,-6.553,5.257,-5.059,3.732,-3.892,-2.153,12.403,-12.071,10.401,-0.512,0.704,0.475,8.65,-41.367,18.678
10.436,5.243,-0.287,-6.85,4.723,-5.19,3.021,-1.273,-1.441,8.876,-10.559,8.541,-0.513,0.708,0.457,11.406,-36.281,20.325
10.264,2.607,-0.493,-6.946,4.385,-5.357,2.065,-0.208,-0.617,5.331,-7.787,4.878,-0.514,0.714,0.442,13.347,-36.43,22.899
14.147,-1.896,0.515,-6.979,4.228,-5.44,0.955,0.021,-0.123,3.564,-7.08,4.874,-0.514,0.717,0.434,13.193,-34.131,24.721
15.591,-5.569,3.797,-7.041,4.19,-5.388,0.078,-0.289,0.106,1.61,-7.592,5.92,-0.512,0.716,0.435,15.244,-36.075,24.745
