accelerometer_x,accelerometer_y,accelerometer_z,gravity_x,gravity_y,gravity_z,gyros_x,gyros_y,gyros_z,lin_accel_x,lin_accel_y,lin_accel_z,game_rot_vec_x,game_rot_vec_y,game_rot_vec_z,magn_field_x,magn_field_y,magn_field_z
2.478,-3.404,5.775,8.901,3.909,1.291,1.04,1.208,0.877,-0.004,-1.44,-0.191,0.343,-0.563,0.1,-37.877,9.85,0.81
4.762,0.156,17.236,8.954,3.7,1.516,1.018,1.877,1.42,-1.643,1.363,-4.326,0.342,-0.553,0.122,-38.699,9.749,-0.476
4.218,6.333,20.499,9.035,3.448,1.629,-0.027,0.943,1.491,-4.344,0.409,-7.938,0.334,-0.553,0.136,-38.004,11.043,-2.303
3.51,5.864,9.761,9.171,3.208,1.334,-0.955,-1.729,1.301,-3.119,2.328,-5.272,0.323,-0.572,0.133,-36.496,14.258,-3.471
5.966,-2.231,3.273,9.278,3.091,0.727,-1.303,-3.482,0.616,-2.581,2.362,-5.229,0.316,-0.603,0.118,-37.971,13.867,-4.529
9.004,2.516,1.116,9.284,3.159,0.074,-2.044,-3.937,-0.335,-2.463,2.157,-5.466,0.309,-0.633,0.089,-37.073,15.247,0.197
7.408,5.102,-2.794,9.19,3.39,-0.478,-3.333,-3.538,-1.099,-7.034,-0.236,-13.427,0.298,-0.66,0.048,-37.907,14.117,2.934
4.748,3.879,-6.299,9.015,3.573,-1.458,-5.256,-6.392,-0.57,-12.535,-5.663,-20.098,0.269,-0.708,-0.009,-39.044,13.342,5.219
6.086,5.548,-3.933,8.548,3.67,-3.103,-6.78,-11.031,1.194,-16.548,-1.952,-18.927,0.215,-0.782,-0.08,-38.802,12.311,7.745
6.716,5.459,-4.501,7.693,3.844,-4.712,-7.733,-12.01,2.539,-25.825,-5.807,-19.384,0.141,-0.849,-0.15,-35.364,11.185,15.836
6.826,5.318,-5.391,6.511,4.588,-5.721,-11.418,-12.062,2.309,-25.962,-21.082,-20.046,0.046,-0.889,-0.243,-32.858,9.79,23.833
2.114,3.139,-13.903,4.742,5.754,-6.37,-13.15,-16.753,2.581,-4.689,-21.492,-10.106,-0.072,-0.905,-0.343,-24.706,5.408,30.701
-3.642,-2.138,-21.536,3.023,6.921,-6.256,-11.62,-18.212,2.76,29.588,-16.36,1.827,-0.192,-0.884,-0.417,-14.978,-4.147,33.682
-8.181,1.64,-21.964,1.627,8.038,-5.377,-9.25,-12.024,-1.568,35.43,2.692,-1.682,0.24,0.846,0.474,-2.887,-16.165,36.981
-18.38,-2.088,-23.944,0.314,8.553,-4.787,-4.477,-3.703,-6.413,19.521,9.138,-17.177,0.205,0.838,0.495,7.103,-21.217,33.472
-19.745,-16.702,-25.508,-0.847,8.448,-4.908,0.136,-7.38,-3.113,9.619,-8.52,-20.228,0.219,0.838,0.469,14.41,-27.22,26.643
-0.194,-16.039,-16.144,-0.697,8.75,-4.374,-2.856,-6.208,3.828,7.862,3.1,-13.183,0.277,0.804,0.483,18.965,-26.973,22.621
32.444,-9.823,-4.082,0.273,9.08,-3.696,-3.826,-3.209,6.409,11.257,22.593,-14.552,0.337,0.758,0.517,23.886,-26.099,19.283
36.978,10.338,-6.797,0.852,9.052,-3.675,-0.544,-3.228,4.293,5.723,19.337,-14.386,0.386,0.734,0.517,24.919,-29.43,16.09
19.824,17.387,-21.794,0.933,9.07,-3.609,-0.689,-0.955,0.785,2.326,8.497,-10.125,0.397,0.726,0.518,20.724,-30.583,9.75
