accelerometer_x,accelerometer_y,accelerometer_z,gravity_x,gravity_y,gravity_z,gyros_x,gyros_y,gyros_z,lin_accel_x,lin_accel_y,lin_accel_z,game_rot_vec_x,game_rot_vec_y,game_rot_vec_z,magn_field_x,magn_field_y,magn_field_z
3.826,2.409,5.33,5.792,7.358,2.914,0.537,-0.334,0.373,0.897,-4.395,0.523,0.019,-0.593,-0.616,-21.562,-8.719,-29.941
5.583,6.369,11.655,5.978,7.262,2.776,0.504,-0.69,0.937,0.397,-1.19,1.173,0.011,-0.599,-0.609,-22.36,-10.962,-31.532
9.055,5.471,6.125,6.138,7.177,2.644,0.38,-0.577,0.828,0.227,-0.783,-0.59,0.004,-0.604,-0.602,-22.023,-10.15,-32.358
6.732,2.028,4.446,6.278,7.126,2.444,0.181,-0.99,0.516,-0.591,-1.541,-4.274,-0.004,-0.613,-0.597,-23.659,-8.391,-32.971
6.55,2.787,3.367,6.459,7.085,2.061,-0.288,-2.536,0.336,-1.226,-1.564,-7.902,-0.023,-0.628,-0.594,-24.791,-10.982,-30.513
6.23,5.895,3.881,6.683,7.015,1.515,-1.203,-4.528,0.203,-1.321,-3.323,-9.314,-0.059,-0.648,-0.595,-26.082,-8.11,-29.196
6.21,6.213,1.987,6.883,6.928,0.893,-2.279,-6.165,0.078,-0.746,-4.733,-7.869,-0.109,-0.665,-0.601,-30.223,-8.54,-25.914
5.507,5.38,-1.901,6.997,6.867,0.213,-3.05,-7.266,0.009,-1.11,-4.597,-6.735,-0.168,-0.679,-0.608,-30.829,-5.405,-22.247
5.016,5.282,-5.911,6.997,6.83,-0.743,-3.311,-9.23,0.198,-1.022,-3.385,-8.149,-0.239,-0.693,-0.607,-35.806,-3.799,-19.189
5.092,3.41,-7.86,6.768,6.811,-1.991,-3.475,-11.829,0.581,-0.573,-3.261,-5.94,-0.326,-0.704,-0.593,-38.188,-1.898,-12.868
5.818,1.872,-7.017,6.231,6.835,-3.259,-3.512,-12.954,1.129,-2.189,-2.223,-3.157,-0.416,-0.702,-0.566,-40.93,-1.83,-2.605
5.523,1.913,-6.534,5.475,6.837,-4.411,-3.653,-13.623,2.196,-1.391,-2.454,-2.967,-0.51,-0.682,-0.524,-40.669,-0.449,5.865
5.588,3.067,-8.851,4.593,6.998,-5.109,-3.915,-13.066,2.843,-1.094,4.261,7.267,0.591,0.641,0.483,-36.975,-1.112,15.68
5.808,3.16,-7.817,3.997,7.419,-5.015,-5.849,-9.021,2.371,-0.146,1.994,1.781,0.64,0.588,0.467,-32.047,-0.514,23.253
3.67,4.204,-6.222,3.232,8.003,-4.656,-7.084,-10.489,1.69,0.858,2.926,0.956,0.682,0.522,0.441,-26.823,-6.004,27.682
3.749,3.965,-7.108,2.55,8.511,-4.151,-6.832,-11.577,1.73,5.744,2.52,1.458,0.718,0.443,0.401,-21.379,-9.19,31.23
3.21,10.82,2.478,2.054,8.958,-3.42,-6.656,-10.799,1.293,9.174,1.616,3.083,0.738,0.361,0.359,-14.204,-13.799,34.058
3.603,8.952,-2.923,1.705,9.276,-2.687,-6.082,-9.647,0.993,5.673,2.033,-3.214,0.745,0.285,0.313,-6.215,-19.226,31.273
3.898,10.453,-3.423,1.469,9.489,-1.995,-5.351,-8.363,0.672,3.258,4.868,-5.983,0.744,0.218,0.268,-0.957,-22.205,31.784
8.152,10.556,-2.461,1.253,9.633,-1.346,-4.786,-8.191,0.218,2.032,6.412,-5.237,0.738,0.156,0.217,5.432,-26.367,28.203
11.119,10.099,-0.155,1.02,9.728,-0.706,-4.479,-7.696,-0.376,0.246,5.937,-5.345,0.725,0.1,0.163,9.575,-29.564,24.661
7.295,10.858,-5.77,0.737,9.776,-0.242,-3.302,-6.069,-0.971,-3.124,5.274,-6.581,0.713,0.063,0.114,14.284,-33.121,20.685
4.666,13.966,-7.896,0.501,9.794,0.02,-1.955,-4.807,-0.881,-4.727,5.942,-5.388,0.705,0.036,0.072,17.76,-32.509,19.943
3.244,15.728,-6.538,0.396,9.798,0.139,-0.946,-3.303,-0.292,-4.82,5.037,-3.279,0.702,0.016,0.045,19.043,-34.026,15.079
1.24,15.414,-6.033,0.331,9.8,0.143,-0.273,-1.468,-0.072,-5.068,4.008,-3.573,0.702,0.008,0.032,20.117,-32.42,12.698
