accelerometer_x,accelerometer_y,accelerometer_z,gravity_x,gravity_y,gravity_z,gyros_x,gyros_y,gyros_z,lin_accel_x,lin_accel_y,lin_accel_z,game_rot_vec_x,game_rot_vec_y,game_rot_vec_z,magn_field_x,magn_field_y,magn_field_z
-6.187,-0.132,0.549,-5.687,7.848,-1.494,0.293,-0.676,0.148,0.719,-1.817,0.705,0.737,-0.18,-0.496,-2.184,-37.654,16.949
-6.014,0.56,4.269,-5.767,7.783,-1.529,0.143,0.038,-0.539,1.928,-1.945,-0.527,0.739,-0.177,-0.498,-3.278,-37.891,14.568
-1.853,1.173,3.663,-5.831,7.725,-1.58,-0.202,0.639,-0.533,0.394,-0.878,-0.831,0.743,-0.17,-0.495,-3.773,-36.398,16.911
-4.69,3.783,0.86,-5.823,7.739,-1.541,-0.529,0.458,-0.048,0.692,-0.428,1.362,0.743,-0.165,-0.493,-3.394,-36.243,15.434
-7.549,5.967,0.328,-5.776,7.776,-1.534,-0.832,1.201,0.016,2.336,-0.893,2.469,0.744,-0.156,-0.486,-2.611,-37.457,16.473
-5.045,6.136,-0.809,-5.684,7.836,-1.568,-1.228,2.137,0.022,5.413,-1.663,3.16,0.748,-0.141,-0.471,-3.23,-34.773,15.857
-3.903,5.923,-2.073,-5.546,7.92,-1.637,-1.681,3.28,0.11,4.099,-1.675,4.913,0.754,-0.12,-0.449,-3.316,-37.393,14.6
-5.497,6.927,-2.427,-5.275,8.079,-1.752,-2.127,4.584,0.706,1.575,-1.624,5.569,0.762,-0.094,-0.414,-2.153,-38.452,14.162
-5.186,7.384,-0.194,-4.846,8.327,-1.83,-2.72,5.454,1.298,5.611,-4.169,5.06,0.767,-0.066,-0.367,-3.772,-35.051,14.124
-3.481,6.939,0.924,-4.418,8.565,-1.814,-3.389,6.207,0.937,10.134,-7.544,4.591,0.769,-0.03,-0.315,-5.122,-37.097,12.958
-0.287,6.196,1.588,-4.117,8.732,-1.725,-3.749,7.072,0.169,7.467,-9.894,7.508,0.767,0.019,-0.259,-8.066,-38.196,9.607
-1.441,6.237,3.278,-3.778,8.887,-1.709,-3.625,8.423,0.473,-0.955,-9.407,6.414,0.762,0.076,-0.192,-9.319,-36.745,4.601
-3.68,6.424,3.824,-3.261,9.099,-1.657,-3.134,7.632,1.649,-2.621,-7.777,4.135,0.755,0.117,-0.122,-10.846,-38.593,1.158
0.814,4.075,3.249,-2.78,9.268,-1.594,-2.216,5.869,1.601,0.505,-4.745,2.069,0.748,0.145,-0.065,-9.236,-36.859,-0.868
5.806,0.848,2.813,-2.504,9.343,-1.615,-1.304,5.137,0.752,-4.393,2.051,0.111,0.743,0.174,-0.02,-8.989,-38.974,-5.251
3.479,-1.436,5.837,-2.141,9.422,-1.677,-0.613,3.676,1.526,-7.551,7.491,-2.296,0.742,0.188,0.016,-11.351,-37.285,-10.632
-4.585,-0.869,4.772,-1.533,9.523,-1.772,-0.136,2.301,2.667,0.987,9.085,-5.849,0.746,0.183,0.052,-8.687,-36.781,-11.902
-5.734,0.912,2.552,-0.978,9.582,-1.843,-0.101,1.696,2.216,7.351,10.747,-7.868,0.751,0.175,0.081,-9.177,-37.724,-13.527
-2.138,4.068,0.553,-0.571,9.616,-1.836,-0.336,1.106,1.592,6.753,12.172,-7.399,0.752,0.168,0.102,-10.847,-35.623,-15.03
-6.781,10.958,-1.429,-0.184,9.642,-1.779,-0.495,0.986,1.648,3.911,10.39,-5.965,0.752,0.161,0.122,-9.886,-34.032,-15.294
-9.608,16.544,-3.907,0.165,9.658,-1.693,-0.601,1.17,1.491,2.638,7.786,-5.486,0.75,0.156,0.142,-11.206,-32.79,-15.616
-0.498,18.309,-7.565,0.406,9.665,-1.608,-0.547,0.449,1.033,3.599,4.633,-3.944,0.748,0.149,0.153,-12.83,-33.008,-16.519
6.395,20.114,-9.67,0.533,9.667,-1.558,-0.315,-0.295,0.552,4.073,3.146,-1.683,0.748,0.142,0.156,-14.163,-31.754,-17.903
6.189,21.67,-9.213,0.604,9.664,-1.551,-0.076,-0.588,0.355,2.922,1.663,-0.54,0.749,0.135,0.154,-15.883,-32.617,-19.621
