accelerometer_x,accelerometer_y,accelerometer_z,gravity_x,gravity_y,gravity_z,gyros_x,gyros_y,gyros_z,lin_accel_x,lin_accel_y,lin_accel_z,game_rot_vec_x,game_rot_vec_y,game_rot_vec_z,magn_field_x,magn_field_y,magn_field_z
-0.343,-1.774,9.172,0.313,-1.332,9.711,0.293,-0.452,-0.003,-0.025,0.14,-0.921,0,0,0,11.403,30.342,-22.371
0.558,-1.922,9.886,0.486,-1.322,9.705,0.283,-0.437,-0.003,0.241,-0.006,-1.091,-0.03,-0.065,0.705,11.057,29.385,-23.378
0.258,-1.616,11.246,0.664,-1.297,9.698,0.259,-0.376,0.023,0.385,0.021,-1.011,-0.023,-0.071,0.705,11.305,29.698,-23.335
0.055,-1.422,10.609,0.835,-1.283,9.687,0.196,-0.285,0.052,0.55,-0.029,-0.776,-0.016,-0.077,0.705,9.705,29.462,-22.417
0.323,-1.341,9.872,0.943,-1.274,9.678,0.145,-0.147,0.044,0.439,-0.031,-0.711,-0.012,-0.08,0.705,9.57,29.312,-23.198
0.764,-1.427,9.342,1.009,-1.277,9.671,0.095,-0.064,0.034,0.322,-0.062,-0.705,-0.01,-0.083,0.705,11.119,28.557,-23.431
1.082,-1.341,9.172,1.048,-1.286,9.665,0.035,-0.02,0.013,0.24,-0.074,-0.478,-0.009,-0.084,0.705,10.257,29.265,-22.842
1.415,-1.357,9.254,1.056,-1.297,9.663,-0.005,0.074,-0.011,0.177,-0.061,-0.263,-0.009,-0.085,0.705,10.367,29.436,-24.036
1.405,-1.336,9.201,1.043,-1.306,9.663,-0.031,0.136,-0.035,0.119,-0.031,-0.03,-0.01,-0.085,0.704,9.213,28.674,-23.12
1.345,-1.357,9.108,1.026,-1.308,9.665,-0.027,0.11,-0.054,0.057,-0.003,0.181,-0.01,-0.084,0.704,9.724,28.979,-23.816
1.298,-1.372,9.275,1.011,-1.302,9.667,-0.005,0.075,-0.071,-0.008,0.03,0.259,-0.011,-0.084,0.703,10.04,30.119,-24.318
1.24,-1.367,9.462,0.996,-1.298,9.669,0.014,0.048,-0.081,-0.085,-0.012,0.099,-0.011,-0.083,0.703,9.401,29.506,-24.867
1.168,-1.345,9.694,0.98,-1.288,9.672,0.03,0.017,-0.066,-0.199,0.029,0.074,-0.011,-0.082,0.702,10.013,28.795,-23.654
1.092,-1.321,9.924,0.967,-1.272,9.676,0.045,0.008,-0.038,-0.179,0.092,0.108,-0.011,-0.081,0.702,10.378,27.304,-25.403
1.013,-1.286,10.025,0.967,-1.259,9.677,0.042,-0.029,-0.015,-0.111,0.07,0.016,-0.011,-0.08,0.702,10.762,27.765,-24.428
0.922,-1.324,9.874,0.972,-1.251,9.678,0.035,-0.043,0.003,-0.072,0.062,-0.207,-0.01,-0.08,0.702,10.069,29.784,-24.036
0.792,-1.274,9.855,0.992,-1.248,9.676,0.016,-0.06,0.021,0.17,-0.001,0.043,-0.01,-0.081,0.702,9.691,29.472,-23.48
0.8,-1.195,9.898,1.01,-1.244,9.675,0.021,-0.027,0.018,0.271,-0.022,0.161,-0.009,-0.081,0.702,9.955,29.617,-23.145
0.867,-1.204,9.807,1.02,-1.24,9.674,0.024,-0.028,-0.004,0.082,-0.003,-0.115,-0.008,-0.082,0.702,9.125,28.177,-22.252
0.91,-1.202,9.572,1.04,-1.237,9.673,0.012,-0.109,-0.026,-0.037,-0.004,-0.065,-0.007,-0.082,0.702,9.456,28.993,-23.534
1.173,-1.262,9.824,1.057,-1.234,9.671,0.011,-0.114,-0.033,-0.153,0.042,-0.177,-0.007,-0.083,0.702,9.95,29.622,-23.601
1.293,-1.281,9.951,1.071,-1.233,9.67,-0.002,-0.083,-0.012,-0.064,0.04,-0.076,-0.006,-0.083,0.702,10.411,28.932,-23.462
1.113,-1.257,9.668,1.067,-1.233,9.67,-0.003,0.014,0,-0.043,0.014,-0.057,-0.006,-0.083,0.702,9.572,30.971,-23.99
1.015,-1.254,9.714,1.05,-1.237,9.672,-0.004,0.058,0,-0.171,-0.043,-0.185,-0.007,-0.083,0.702,10.242,29.588,-22.061
0.914,-1.204,9.591,1.043,-1.245,9.671,-0.005,0.026,0.01,-0.06,-0.188,-0.084,-0.008,-0.083,0.702,9.679,29.793,-22.395
1.017,-1.204,9.687,1.025,-1.253,9.672,0.012,0.065,0.04,-0.117,-0.231,-0.103,-0.009,-0.082,0.702,10.265,27.448,-22.516
1.034,-1.23,9.704,1.009,-1.259,9.673,0.024,0.063,0.079,-0.076,-0.245,-0.215,-0.009,-0.082,0.703,9.549,29.64,-22.873
0.888,-1.29,9.57,0.995,-1.266,9.674,0.013,0.027,0.088,-0.209,-0.175,-0.331,-0.01,-0.082,0.704,10.632,29.735,-22.627
0.991,-1.444,9.668,0.996,-1.275,9.672,-0.03,-0.028,0.091,-0.117,-0.023,-0.266,-0.01,-0.082,0.704,9.441,29.471,-21.678
0.917,-1.494,9.646,1,-1.285,9.671,-0.083,-0.004,0.083,0.157,0.276,-0.125,-0.01,-0.083,0.705,9.671,29.799,-23.003
0.941,-1.513,9.529,0.986,-1.295,9.671,-0.139,0.121,0.079,0.383,0.625,-0.102,-0.011,-0.083,0.705,10.471,28.261,-22.745
0.792,-1.448,9.402,0.956,-1.316,9.671,-0.217,0.222,0.055,0.457,0.737,0.065,-0.013,-0.082,0.705,11.368,28.871,-23.389
0.883,-1.305,9.457,0.912,-1.359,9.669,-0.282,0.253,0.038,0.244,0.417,0.129,-0.016,-0.082,0.705,10.22,28.259,-20.943
