accelerometer_x,accelerometer_y,accelerometer_z,gravity_x,gravity_y,gravity_z,gyros_x,gyros_y,gyros_z,lin_accel_x,lin_accel_y,lin_accel_z,game_rot_vec_x,game_rot_vec_y,game_rot_vec_z,magn_field_x,magn_field_y,magn_field_z
5.006,8.488,-2.14,4.5,8.241,-2.829,-0.051,1.08,-0.139,1.082,0.311,0.791,0.678,-0.429,-0.038,3.79,-40.286,11.209
2.327,8.325,-2.528,4.552,8.255,-2.704,-0.088,1.189,-0.068,-0.512,0.277,0.551,0.678,-0.421,-0.031,3.78,-40.276,10.298
2.131,8.588,-2.274,4.599,8.255,-2.621,-0.021,0.784,0.03,-0.124,0.206,1.431,0.678,-0.417,-0.026,4.022,-41.614,10.678
3.73,9.206,-2.183,4.61,8.265,-2.57,0.102,0.557,-0.129,0.941,1.153,2.696,0.679,-0.412,-0.022,3.868,-39.932,8.356
4.501,9.01,-2.305,4.607,8.287,-2.503,0.223,0.884,-0.306,1.513,2.741,3.707,0.681,-0.404,-0.017,5.058,-40.707,12.344
5.686,8.6,-2.049,4.625,8.305,-2.412,0.467,1.501,-0.351,1.229,3.367,4.93,0.685,-0.392,-0.007,4.089,-40.634,11.209
6.598,8.516,-1.448,4.671,8.307,-2.312,0.83,2.212,-0.358,0.978,3.094,5.602,0.691,-0.376,0.009,4.239,-39.151,10.416
5.641,8.66,-2.076,4.729,8.301,-2.213,1.213,2.812,-0.414,0.22,3.013,6.482,0.698,-0.354,0.03,3.218,-39.917,11.038
4.099,8.638,-2.188,4.799,8.271,-2.173,1.7,2.997,-0.34,-0.887,3.076,6.779,0.708,-0.332,0.055,3.787,-40.282,10.905
4.534,8.567,-1.223,4.896,8.199,-2.231,2.307,2.892,-0.174,-1.427,1.268,8.445,0.72,-0.31,0.082,2.272,-39.557,13.873
5.612,9.527,0.091,5.029,8.068,-2.405,3.105,2.843,-0.044,-0.635,-1.163,10.612,0.734,-0.289,0.112,2.771,-38.623,16.257
6.186,11.148,1.169,5.226,7.866,-2.645,3.814,3.132,0.119,1.326,-1.874,10.55,0.751,-0.266,0.148,0.436,-38.155,17.166
5.926,11.801,2.481,5.505,7.59,-2.873,4.293,3.739,0.362,-0.111,-3.271,8.6,0.768,-0.239,0.19,0.343,-36.682,18.935
5.727,11.538,3.252,5.879,7.169,-3.196,5.078,3.697,1.042,-9.178,-8.149,5.994,0.785,-0.216,0.236,-2.571,-35.684,20.139
5.03,11.456,4.231,6.403,6.475,-3.641,5.895,2.954,2.338,-10.219,-10.384,6.314,0.802,-0.204,0.284,-4.022,-33.823,24.559
3.996,11.492,4.568,6.971,5.496,-4.168,6.581,1.897,3.308,-7.617,-12.344,9.774,0.819,-0.203,0.329,-7.036,-31.346,26.924
3.55,9.603,6.177,7.534,4.172,-4.69,7.324,1.313,4.258,-10.392,-18.504,11.335,0.834,-0.208,0.374,-8.553,-27.15,29.228
4.467,7.022,8.172,7.985,2.35,-5.186,7.846,0.565,6.063,-19.338,-23.751,0.462,0.844,-0.229,0.413,-11.774,-23.676,32.103
6.617,6.091,7.872,7.853,0.029,-5.873,7.235,-2.547,8.579,-24.971,-27.348,-6.673,0.849,-0.28,0.425,-15.884,-17.502,34.492
5.449,4.394,5.698,6.937,-2.26,-6.553,6.625,-5.421,8.769,-10.459,-26.227,0.226,0.85,-0.335,0.407,-17.108,-10.178,35.677
-3.283,-0.96,2.79,5.836,-3.986,-6.798,5.947,-4.835,6.265,-7.462,-24.246,-3.568,-0.844,0.366,-0.385,-17.558,-2.251,37.421
-3.852,-3.945,2.694,4.55,-5.188,-6.968,4.311,-5.688,5.142,2.958,-20.368,-5.511,-0.84,0.388,-0.348,-14.262,6.583,40.137
-0.745,-6.926,5.665,3.367,-6.05,-6.945,2.956,-4.734,4.793,8.987,-20.596,3.891,-0.829,0.409,-0.314,-8.589,12.018,37.941
-3.048,-14.437,6.764,2.531,-6.934,-6.456,3.521,-0.769,5.597,3.368,-25.07,6.415,-0.796,0.442,-0.312,-2.866,16.789,35.703
-11.646,-21.488,-4.534,1.84,-7.785,-5.672,4.388,2.054,6.495,7.426,-20.402,-1.138,-0.746,0.483,-0.332,2.704,20.546,37.022
-17.471,-27.32,-12.282,1.132,-8.391,-4.947,4.033,1.756,5.75,10.36,-17.603,-6.681,-0.697,0.516,-0.347,7.248,20.801,32.242
-3.84,-28.383,-6.026,0.404,-8.811,-4.287,3.737,0.559,4.846,12.128,-13.838,-6.291,-0.656,0.537,-0.354,9.105,21.501,32.895
-1.87,-28.065,-10.082,-0.104,-9.098,-3.658,3.695,1.209,3.695,12.273,-7.248,-12.099,-0.618,0.551,-0.368,11.168,22.551,30.251
7.355,-25.381,-12.244,-0.52,-9.25,-3.215,2.839,1.564,3.165,12.377,-2.152,-16.315,-0.585,0.567,-0.379,13.919,23.552,28.113
12.263,-26.482,-2.866,-0.842,-9.32,-2.933,2.024,1.327,2.443,10.626,1.269,-16.376,-0.56,0.58,-0.387,15.341,24.3,26.761
5.849,-31.867,0.086,-0.889,-9.375,-2.736,1.522,0.47,0.696,11.39,1.42,-16.961,-0.55,0.58,-0.395,14.825,23.845,26.08
9.246,-28.105,-6.751,-0.742,-9.414,-2.645,0.8,0.131,-0.501,9.269,3.018,-11.72,-0.551,0.575,-0.402,16.792,22.9,25.563
11.492,-25.991,-11.626,-0.562,-9.418,-2.675,0.19,1.497,-0.42,4.391,4.284,-8.707,-0.548,0.58,-0.413,17.715,23.332,25.97
12.536,-22.716,-10.611,-0.466,-9.393,-2.778,-0.198,2.489,0.231,0.889,3.563,-7.773,-0.538,0.593,-0.423,17.926,23.99,24.973
12.167,-16.467,-15.806,-0.444,-9.358,-2.899,-0.405,1.429,0.352,1.544,1.022,-6.634,-0.532,0.604,-0.426,16.562,24.229,26.094
11.849,-11.557,-19.584,-0.322,-9.331,-2.999,-0.489,-0.137,-0.599,3.62,-0.48,-2.23,-0.539,0.602,-0.425,16.524,24.727,26.128
