accelerometer_x,accelerometer_y,accelerometer_z,gravity_x,gravity_y,gravity_z,gyros_x,gyros_y,gyros_z,lin_accel_x,lin_accel_y,lin_accel_z,game_rot_vec_x,game_rot_vec_y,game_rot_vec_z,magn_field_x,magn_field_y,magn_field_z
-8.773,3.548,-2.121,-8.874,3.597,-2.118,-0.125,-0.102,0.06,-0.459,0.402,-0.128,0.717,0.306,-0.442,40.979,-5.38,-8.846
-8.773,3.477,-2.193,-8.866,3.629,-2.095,-0.157,-0.107,0.117,-0.912,0.86,-0.88,0.717,0.305,-0.441,40.485,-2.231,-7.294
-8.559,3.544,-2.056,-8.832,3.696,-2.123,-0.284,0.12,0.252,-1.701,1.913,-2.915,0.718,0.305,-0.437,39.392,-4.128,-8.58
-8.564,3.647,-2.011,-8.726,3.865,-2.255,-0.606,0.659,0.663,-3.554,4.811,-6.799,0.722,0.305,-0.425,40.263,-1.219,-7.999
-9.079,3.896,-2.186,-8.465,4.243,-2.552,-1.165,1.747,1.476,-5.578,11.153,-10.814,0.733,0.306,-0.397,39.674,-4.153,-7.8
-9.539,4.391,-2.918,-7.936,4.936,-2.972,-2.012,3.158,2.822,-10.023,21.799,-14.036,0.748,0.304,-0.347,41.389,-4.944,-5.594
-10.324,5.521,-4.987,-7.007,6.002,-3.323,-3.403,4.801,4.984,-16.476,29.204,-10.955,0.763,0.296,-0.272,39.282,-5.492,-3.523
-12.141,8.614,-9.019,-5.577,7.306,-3.42,-5.092,6.511,7.583,-20.375,21.604,-6.053,0.771,0.284,-0.168,41.524,-9.77,-2.283
-14.03,15.39,-13.362,-3.671,8.576,-3.024,-6.512,7.986,9.523,-22.463,11.871,2.757,0.764,0.266,-0.041,39.122,-16.911,1.419
-18.158,26.858,-17.082,-1.575,9.457,-2.062,-7.022,9.025,10.034,-23.382,6.634,12.685,0.738,0.247,0.099,32.605,-21.808,4.648
-23.923,35.583,-14.487,0.342,9.771,-0.759,-6.307,8.566,9.737,-24.838,2.592,17.361,0.698,0.226,0.232,29.102,-30.685,7.379
-26.487,29.612,-9.802,1.98,9.589,0.547,-4.799,6.127,9.255,-21.064,3.247,23.34,0.66,0.193,0.34,21.362,-36.127,6.979
-26.559,21.44,-0.617,3.364,9.103,1.413,-2.549,3.256,8.404,-14.789,3.5,22.885,0.636,0.152,0.42,13.98,-42.896,5.147
-25.151,17.26,10.367,4.546,8.517,1.721,0.236,2.184,7.403,-5.598,2.655,19.412,0.631,0.12,0.481,6.375,-43.216,3.149
-24.455,13.57,16.508,5.404,7.977,1.829,3.042,4.421,6.111,-1.709,-4.966,17.567,0.626,0.121,0.545,-1.146,-42.572,3.049
-18.84,14.018,23.954,5.993,7.412,2.305,5.321,10.763,5.905,7.523,-16.783,5.974,0.596,0.164,0.639,-8.9,-42.256,4.121
-11.006,13.736,24.474,5.962,6.811,3.773,4.993,19.094,6.498,17.485,-20.472,-14.837,0.503,0.233,0.76,-13.681,-37.862,7.393
-0.472,12.258,21.352,5.358,6.037,5.569,3.688,19.918,7.868,11.709,-41.46,-10.05,0.378,0.27,0.863,-22.371,-34.802,4.182
4.374,4.013,19.626,5.071,5.302,6.507,3.211,14.878,9.281,32.08,-44.759,-45.539,0.3,0.28,0.911,-29.55,-30.653,-2.168
14.226,-8.492,8.552,6.096,4.747,6.04,1.757,-0.209,5.614,26.609,-35.928,-45.347,-0.341,-0.275,-0.899,-32.597,-25.757,-10.414
24.095,-12.921,-10.654,6.844,5.081,4.849,4.072,-6.159,0.098,-4.075,-19.804,-6.456,-0.398,-0.307,-0.864,-35.144,-17.5,-11.699
17.511,-34.922,-4.02,6.227,5.825,4.844,3.092,1.596,-3.452,-10.547,-2.365,11.93,-0.366,-0.345,-0.864,-36.218,-19.104,-9.47
37.371,-41.415,-38.75,4.584,6.358,5.894,-1.362,7.315,-5.754,-22.871,-4.579,-1.011,0.274,0.353,0.894,-35.944,-20.473,-6.357
32.786,-31.117,-41.647,4.034,6.588,6.041,-1.715,-1.401,-3.792,-28.475,4.239,-1.995,0.261,0.352,0.895,-32.777,-23.434,-10.567
