accelerometer_x,accelerometer_y,accelerometer_z,gravity_x,gravity_y,gravity_z,gyros_x,gyros_y,gyros_z,lin_accel_x,lin_accel_y,lin_accel_z,game_rot_vec_x,game_rot_vec_y,game_rot_vec_z,magn_field_x,magn_field_y,magn_field_z
-8.488,6.809,4.552,-6.335,7.38,1.25,1.175,-2.438,0.308,0.213,0.153,0.797,0.488,-0.445,-0.745,38.365,-8.932,-9.966
-8.749,6.479,3.185,-6.227,7.443,1.415,1.329,-2.824,0.239,-0.693,-0.13,1.174,0.467,-0.458,-0.753,36.186,-10.767,-10.725
-8.143,6.587,2.339,-6.104,7.505,1.607,1.47,-3.266,0.197,-1.551,-0.442,1.467,0.442,-0.472,-0.761,34.97,-11.006,-11.903
-7.365,6.845,1.765,-5.955,7.574,1.828,1.491,-3.644,0.201,-1.374,-0.849,0.998,0.414,-0.485,-0.77,36.09,-11.565,-12.613
-7.317,7.013,1.262,-5.746,7.659,2.118,1.426,-4.262,0.279,-0.437,-0.704,1.111,0.379,-0.498,-0.78,33.841,-11.058,-15.945
-7.326,7.022,0.64,-5.483,7.756,2.439,1.522,-4.787,0.281,0.364,-1.173,2.701,-0.34,0.51,0.79,34.424,-13.556,-17.291
-6.838,7.085,0.414,-5.219,7.856,2.686,1.976,-5.01,0.028,1.284,-2.396,2.538,-0.299,0.523,0.796,33.304,-13.307,-18.578
-6.204,7.324,1.047,-5.023,7.937,2.817,2.387,-4.926,-0.502,2.574,-3.083,-0.468,-0.26,0.537,0.797,30.937,-12.964,-21.324
-6.065,7.465,2.035,-4.983,7.956,2.838,2.411,-4.033,-1.238,4.549,-4.076,-1.568,-0.231,0.549,0.793,28.615,-13.121,-23.647
-6.864,7.247,2.576,-5.155,7.895,2.696,2.394,-2.245,-1.918,5.068,-5.673,0.223,-0.22,0.56,0.782,27.333,-14.345,-25.05
-7.604,7.001,3.06,-5.47,7.783,2.381,2.602,-0.731,-2.261,5.378,-7.426,1.044,-0.223,0.574,0.765,26.006,-15.218,-28.256
