accelerometer_x,accelerometer_y,accelerometer_z,gravity_x,gravity_y,gravity_z,gyros_x,gyros_y,gyros_z,lin_accel_x,lin_accel_y,lin_accel_z,game_rot_vec_x,game_rot_vec_y,game_rot_vec_z,magn_field_x,magn_field_y,magn_field_z
-0.371,-4.364,8.701,-0.375,-4.363,8.775,0.056,0.009,-0.004,0.072,0.036,0.141,-0.175,-0.148,0.69,-11.087,32.365,-25.531
-0.359,-4.353,8.73,-0.368,-4.344,8.784,0.079,-0.009,-0.013,0.131,0.07,0.196,-0.174,-0.148,0.69,-10.767,31.689,-25.858
-0.366,-4.345,8.751,-0.354,-4.318,8.798,0.109,-0.023,-0.032,0.199,0.151,0.224,-0.173,-0.147,0.69,-9.509,31.122,-26.556
-0.359,-4.343,8.763,-0.34,-4.287,8.813,0.15,-0.025,-0.063,0.274,0.246,0.388,-0.171,-0.146,0.69,-10.814,30.69,-24.718
-0.34,-4.341,8.727,-0.319,-4.242,8.836,0.212,-0.037,-0.091,0.465,0.452,0.693,-0.169,-0.145,0.69,-10.349,29.689,-26.422
-0.302,-4.362,8.835,-0.277,-4.172,8.871,0.31,-0.113,-0.125,0.837,0.882,1.213,-0.164,-0.144,0.69,-10.086,29.836,-26.239
-0.302,-4.309,8.88,-0.202,-4.071,8.92,0.441,-0.251,-0.176,1.226,1.245,2.12,-0.158,-0.142,0.69,-10.995,31.203,-25.302
-0.235,-4.259,8.95,-0.089,-3.925,8.987,0.64,-0.409,-0.221,1.674,1.46,3.481,-0.148,-0.141,0.69,-11.293,29.738,-25.43
-0.153,-4.154,8.995,0.072,-3.711,9.077,0.972,-0.632,-0.243,2.242,1.73,4.333,-0.134,-0.138,0.691,-11.555,31.406,-25.485
-0.065,-4.029,9.177,0.318,-3.411,9.189,1.388,-1.026,-0.283,3.116,2.14,5.142,-0.114,-0.136,0.692,-10.411,30.518,-26.369
0.146,-3.78,9.51,0.682,-3.007,9.309,1.883,-1.596,-0.398,3.867,2.548,6.345,-0.086,-0.134,0.693,-12.334,28.838,-27.553
0.56,-3.285,10.073,1.184,-2.47,9.416,2.471,-2.265,-0.548,4.778,3.124,8.77,-0.048,-0.133,0.694,-14.02,27.635,-28.532
1.025,-2.827,11.045,1.829,-1.784,9.468,3.15,-3.05,-0.689,5.189,3.775,11.396,0,-0.131,0.694,-15.88,23.47,-28.978
1.585,-2.48,12.503,2.576,-0.954,9.414,3.896,-3.765,-0.805,4.658,3.321,14.375,0.058,-0.129,0.692,-16.745,22.368,-28.822
2.315,-2.011,13.484,3.376,0.021,9.207,4.776,-4.333,-0.993,3.291,1.907,15.171,0.123,-0.124,0.688,-21.57,21.674,-27.739
3.438,-1.317,14.454,4.224,1.162,8.773,5.772,-4.954,-1.408,3.133,0.522,14.095,0.198,-0.117,0.677,-22.377,17.783,-29.297
4.563,-0.519,15.843,5.04,2.421,8.057,6.546,-5.537,-2.003,1.234,-0.856,13.355,0.279,-0.106,0.658,-24.664,12.309,-28.2
5.997,0.58,18.472,5.674,3.666,7.109,6.854,-5.475,-2.268,-1.091,-1.291,12.863,0.36,-0.091,0.633,-28.476,9.073,-26.761
7.099,1.913,21.28,6.126,4.785,5.979,6.791,-5.273,-2.139,-3.924,-1.373,9.955,0.435,-0.074,0.604,-32.762,5.035,-24.658
