accelerometer_x,accelerometer_y,accelerometer_z,gravity_x,gravity_y,gravity_z,gyros_x,gyros_y,gyros_z,lin_accel_x,lin_accel_y,lin_accel_z,game_rot_vec_x,game_rot_vec_y,game_rot_vec_z,magn_field_x,magn_field_y,magn_field_z
8.892,16.13,-0.079,-5.151,6.885,4.716,-0.334,2.382,0.308,1.567,0.895,-0.209,-0.133,0.492,0.8,16.635,-11.484,-34.756
7.767,16.539,5.179,-5.435,6.873,4.403,-0.364,3.257,0.165,-1.674,0.895,-3.395,-0.16,0.5,0.797,16.956,-12.007,-34.009
5.171,13.642,7.271,-5.689,6.868,4.08,-0.629,3.436,0.489,-7.426,0.963,-3.999,-0.188,0.507,0.794,17.975,-11.086,-33.71
1.511,11.428,6.113,-5.742,6.977,3.811,-0.533,2.794,1.402,-8.707,1.925,-2.37,-0.206,0.513,0.794,19.865,-12.538,-32.448
-1.425,9.759,5.117,-5.661,7.131,3.643,-0.458,1.892,1.602,-2.009,2.631,-2.378,-0.214,0.518,0.796,22.736,-12.415,-30.083
-2.655,8.167,5.057,-5.678,7.109,3.659,-0.798,0.762,0.27,0.082,0.912,-2.316,-0.221,0.514,0.799,22.609,-12.57,-30.257
-3.73,7.975,4.64,-5.759,6.978,3.784,-1.132,0.244,-0.465,0.963,0.974,-1.947,-0.228,0.505,0.803,26.398,-13.823,-28.069
-7.264,7.963,1.133,-5.808,6.865,3.911,-1.245,0.346,-0.297,4.699,2.864,-1.619,-0.234,0.496,0.808,27.423,-14.565,-26.369
-13.286,8.037,0.204,-5.879,6.767,3.976,-1.315,0.944,-0.169,6.811,4.009,-1.698,-0.244,0.488,0.812,26.093,-9.535,-26.117
-14.638,9.132,1.566,-5.977,6.684,3.972,-1.526,1.703,0.102,6.96,3.406,-2.343,-0.259,0.48,0.815,27.344,-9.941,-26.35
-7.863,10.006,1.389,-6.007,6.658,3.97,-1.747,1.838,0.731,6.833,1.896,-4.877,-0.273,0.472,0.82,27.849,-13.101,-26.99
-5.789,8.263,1.468,-5.946,6.677,4.028,-2.192,1.789,1.334,9.742,2.417,-6.821,-0.284,0.462,0.827,26.793,-9.749,-25.621
-4.99,8.186,1.964,-5.98,6.645,4.031,-2.518,2.668,1.07,13.904,2.711,-6.348,-0.303,0.45,0.832,28.593,-10.039,-24.586
-1.3,9.955,2.421,-6.271,6.488,3.84,-2.451,4.134,-0.059,17.341,0.783,-5.941,-0.338,0.436,0.829,31.422,-7.758,-23.286
0.744,10.992,2.404,-6.829,6.156,3.411,-2.126,5.314,-1.684,21.67,-2.063,-5.855,-0.389,0.418,0.818,29.06,-7.111,-23.581
0.802,10.293,1.75,-7.626,5.537,2.711,-1.256,5.934,-4.067,33.235,-6.564,-5.447,-0.452,0.396,0.796,32.024,-8.461,-22.833
0.658,8.739,-0.797,-8.712,4.186,1.659,0.552,6.098,-8.272,43.344,-22.453,-8.431,-0.531,0.365,0.756,33.96,-6.485,-18.437
3.651,9.256,-2.696,-9.629,1.85,0.154,2.954,6.806,-12.01,45.502,-40.956,-13.427,-0.623,0.323,0.683,34.875,-3.77,-15.286
7.807,9.486,-2.238,-9.754,-0.876,-0.51,4.587,2.828,-12.641,37.589,-38.423,-9.439,-0.673,0.271,0.613,37.852,-1.201,-10.916
10.989,7.355,-2.052,-9.019,-3.846,-0.18,2.647,-0.671,-14.104,41.856,-35.748,17.969,-0.691,0.176,0.557,37.192,6.226,-7.251
14.818,4.113,-2.432,-6.936,-6.829,-1.198,1.869,7.368,-16.776,39.54,-33.069,-3.301,-0.743,0.091,0.412,35.629,16.826,-1.913
25.704,-1.096,-2.77,-4.07,-8.779,-1.592,3.396,7.564,-15.796,19.413,-31.209,-18.04,-0.762,0.02,0.257,30.711,22.424,-2.666
34.962,-18.426,-6.835,-1.37,-9.655,-1.036,4.208,2.522,-13.933,0.227,-30.254,-16.342,-0.741,-0.063,0.15,22.597,32.825,-1.511
36.499,-60.389,-13.283,1.001,-9.748,-0.376,3.775,0.218,-12.649,-18.511,-30.026,-14.022,-0.706,-0.146,0.07,11.205,38.152,-0.067
28.639,-46.313,-9.907,2.71,-9.422,0.211,3.156,1.175,-9.727,-25.56,-30.23,-13.151,-0.671,-0.198,0.005,1.726,39.423,-0.887
33.698,-39.897,17.806,3.673,-9.062,0.749,3.083,0.817,-6.096,-23.537,-30.492,-15.025,-0.64,-0.228,-0.032,-7.021,36.211,-3.334
33.286,-68.328,-4.381,4.278,-8.773,0.949,1.673,-0.882,-3.885,-16.834,-17.829,-4.064,-0.621,-0.256,-0.047,-16.489,35.66,-3.523
15.696,-78.477,-19.493,4.749,-8.524,0.978,0.279,-0.395,-3.087,-13.013,-9.479,3.166,-0.612,-0.275,-0.064,-20.143,32.664,-10.558
-1.046,-78.477,-17.305,5.028,-8.367,0.943,-0.734,1.119,-2.293,-17.954,-8.94,-4.705,-0.613,-0.277,-0.086,-24.367,30.806,-12.244
-17.566,-77.304,-14.377,5.166,-8.309,0.662,-1.161,-0.807,-1.264,-19.55,-5.615,-0.828,-0.62,-0.286,-0.09,-26.958,27.036,-14.542
-22.973,-64.732,-12.95,5.238,-8.283,0.346,-0.962,-1.988,-0.67,-14.67,-1.122,10.087,-0.626,-0.3,-0.084,-29.216,26.355,-14.619
-19.997,-44.57,-14.303,5.26,-8.272,0.262,-0.311,-0.676,-0.314,-9.824,1.289,7.174,-0.627,-0.305,-0.081,-30.275,24.12,-15.167
-12.692,-26.322,-3.146,5.155,-8.337,0.305,0.215,-0.051,0.487,-7.827,2.357,2.259,-0.627,-0.301,-0.076,-30.098,23.766,-13.963
-8.411,-17.741,4.113,4.983,-8.437,0.391,0.56,-0.25,0.962,-4.293,2.515,3.187,-0.626,-0.297,-0.065,-30.96,24.475,-13.374
-13.087,-17.039,-3.792,4.859,-8.502,0.529,0.768,0.134,0.704,-2.067,2.253,-1.475,-0.623,-0.292,-0.059,-30.333,23.441,-12.943
