accelerometer_x,accelerometer_y,accelerometer_z,gravity_x,gravity_y,gravity_z,gyros_x,gyros_y,gyros_z,lin_accel_x,lin_accel_y,lin_accel_z,game_rot_vec_x,game_rot_vec_y,game_rot_vec_z,magn_field_x,magn_field_y,magn_field_z
-1.786,-7.087,-6.572,-2.36,-7.455,-5.918,-0.257,0.201,0.069,0.527,0.433,-2.39,-0.576,0.686,-0.239,16.037,47.586,23.244
-2.277,-7.269,-6.854,-2.323,-7.393,-6.01,-0.426,0.342,0.057,0.618,0.665,-3.217,-0.576,0.689,-0.237,16.179,45.761,23.428
-2.454,-7.238,-6.941,-2.251,-7.297,-6.153,-0.7,0.573,0.027,0.682,0.487,-3.668,-0.578,0.693,-0.235,15.514,47.137,21.956
-2.21,-6.898,-7.154,-2.134,-7.155,-6.357,-1.043,0.872,-0.001,0.99,0.152,-4.719,-0.58,0.699,-0.233,15.442,46.471,23.117
-2.136,-7.075,-7.539,-1.938,-6.952,-6.64,-1.462,1.458,0.027,0.983,-0.583,-5.948,-0.581,0.708,-0.231,15.639,45.636,22.922
-1.856,-7.094,-8.365,-1.619,-6.663,-7.011,-1.991,2.389,0.128,0.764,-1.491,-6.245,-0.581,0.721,-0.23,15.028,46.808,24.93
-1.729,-6.804,-9.289,-1.121,-6.262,-7.463,-2.647,3.616,0.256,0.097,-2.936,-7.152,-0.579,0.739,-0.23,15.108,43.845,23.965
-1.595,-6.893,-9.89,-0.409,-5.705,-7.966,-3.519,4.886,0.404,0.008,-4.091,-7.862,-0.573,0.76,-0.231,14.644,43.343,27.536
-1.171,-7.094,-11.157,0.604,-4.989,-8.421,-4.36,6.401,0.391,0.184,-5.476,-7.828,-0.562,0.783,-0.233,14.558,42.686,27.635
-0.984,-7.637,-12.687,1.99,-4.14,-8.665,-5.01,8.094,0.09,1.653,-6.788,-7.135,-0.546,0.802,-0.239,12.405,42.798,30.203
-0.884,-8.272,-13.379,3.849,-3.145,-8.454,-5.597,10.426,-0.757,3.936,-7.327,-6.661,0.525,-0.809,0.25,9.476,40.802,33.926
-1.049,-9.332,-14.774,6.006,-1.959,-7.5,-6.185,12.78,-2.068,4.308,-7.342,-9.302,0.499,-0.796,0.263,6.767,35.982,38.225
-0.412,-9.943,-16.034,7.948,-0.678,-5.705,-6.806,14.151,-2.916,1.436,-9.69,-11.178,0.463,-0.759,0.271,-4.3,30.682,44.705
0.807,-10.618,-16.508,9.271,0.351,-3.178,-7.149,14.813,-2.61,-0.887,-13.987,-10.214,0.409,-0.703,0.273,-14.114,25.703,44.173
3.713,-11.075,-16.108,9.766,0.892,0.011,-7.013,16.244,-2.042,-1.095,-17.018,-9.918,0.335,-0.622,0.277,-26.823,15.961,43.677
7.941,-10.599,-15.457,9.089,0.928,3.564,-5.94,18.198,-1.74,-7.681,-19.931,-15.77,0.249,-0.506,0.287,-38.454,10.515,35.526
10.592,-9.392,-17.149,7.31,0.424,6.523,-4.701,17.292,-0.37,-23.567,-20.484,-19.628,0.157,-0.378,0.3,-46.175,5.481,27.412
9.785,-10.403,-17.171,5.732,-0.198,7.955,-2.589,10.335,1.719,-31.265,-4.894,-10.99,0.094,-0.293,0.321,-52.838,-2.484,9.001
8.861,-13.618,-13.556,5.192,-0.221,8.317,-1.749,2.688,-2.38,-33.748,2.003,-2.283,0.074,-0.266,0.297,-52.406,-3.494,-7.738
9.16,-16.082,-9.907,5.41,-0.243,8.175,-3.224,-1.323,-5.032,-12.531,-3.495,-8.876,0.06,-0.282,0.241,-46.41,-0.748,-23.462
1.793,-18.964,-12.055,5.854,-0.745,7.833,-4.734,-2.72,-2.303,-3.515,0.702,0.88,0.029,-0.316,0.204,-43.181,5.411,-32.785
-16.065,-20.049,-12.933,5.581,-1.544,7.914,-5.724,1.6,-0.742,-7.684,3.271,4.302,-0.025,-0.31,0.179,-38.28,3.142,-34.985
-25.462,-5.095,-2.937,5.032,-2.407,8.066,-5.465,3.103,0.263,-8.778,8.221,5.797,-0.081,-0.287,0.163,-40.506,2.434,-32.48
-28.546,1.781,6.05,4.754,-3.127,7.987,-4.75,1.638,0.052,-2.26,10.451,5.089,-0.126,-0.277,0.148,-40.817,2.948,-32.468
-7.149,-3.737,-0.744,4.82,-3.704,7.695,-4.163,-0.289,-0.242,1.847,10.55,6.176,-0.161,-0.286,0.133,-40.033,3.391,-32.222
2.303,-0.038,8.665,4.995,-4.115,7.368,-3.429,-0.777,-0.347,9.478,11.775,9.658,-0.187,-0.299,0.12,-39.552,9.16,-34.961
-2.141,1.738,12.163,4.913,-4.381,7.269,-2.655,1.119,-0.713,8.76,6.135,10.784,-0.208,-0.293,0.103,-38.309,10.725,-34.447
-3.785,5.832,13.8,4.692,-4.56,7.305,-1.657,1.817,-0.37,4.397,3.292,5.172,-0.223,-0.279,0.09,-37.14,16.91,-33.607
2.456,7.348,13.013,4.756,-4.599,7.239,-0.756,0.023,-0.605,2.296,2.831,0.478,-0.228,-0.281,0.082,-37.135,17.215,-31.157
