accelerometer_x,accelerometer_y,accelerometer_z,gravity_x,gravity_y,gravity_z,gyros_x,gyros_y,gyros_z,lin_accel_x,lin_accel_y,lin_accel_z,game_rot_vec_x,game_rot_vec_y,game_rot_vec_z,magn_field_x,magn_field_y,magn_field_z
-3.244,-1.245,10.03,-3.416,-0.756,9.161,0.871,0.51,0.636,-1.48,1.709,0.687,-0.043,0.176,0.02,33.313,-10.823,-20.085
-3.575,-1.051,9.905,-3.563,-0.459,9.125,0.985,0.536,0.777,-2.167,2.29,1.28,-0.029,0.184,0.026,33.226,-9.357,-17.86
-3.867,-0.637,9.709,-3.749,-0.092,9.061,1.18,0.701,0.993,-3.209,3.076,1.931,-0.012,0.195,0.034,33.655,-11.52,-18.588
-4.427,0.065,9.692,-3.94,0.391,8.972,1.485,0.794,1.294,-4.104,4.949,3.712,0.011,0.206,0.045,34.331,-13.062,-17.278
-4.963,0.939,10.03,-4.131,0.967,8.841,1.96,1.06,1.654,-4.037,4.588,5.784,0.037,0.219,0.059,32.477,-13.763,-17.78
-5.818,1.82,10.631,-4.383,1.714,8.604,2.67,1.645,1.906,-4.87,6.841,7.275,0.072,0.237,0.073,33.713,-17.163,-15.494
-7.08,2.981,11.287,-4.585,2.568,8.279,3.47,2.071,2.484,-3.039,4.729,9.581,0.113,0.255,0.091,32.533,-19.25,-13.763
-8.224,5.358,13.094,-4.836,3.527,7.768,4.355,2.909,2.632,-2.601,4.27,10.387,0.159,0.281,0.109,33.145,-21.466,-10.532
-8.433,5.617,15.191,-5.083,4.524,7.062,5.18,3.512,2.547,-2.544,3.901,11.926,0.209,0.31,0.124,33.299,-24.496,-5.421
-9.637,8.705,16.633,-5.274,5.534,6.142,5.939,4.125,2.627,-0.902,3.063,12.738,0.263,0.343,0.139,30.975,-27.354,-1.863
-8.143,7.587,18.797,-5.371,6.493,5.017,6.409,4.43,2.75,-0.723,2.262,11.279,0.319,0.377,0.154,27.451,-28.345,4.01
-8.107,8.286,19.233,-5.291,7.318,3.823,6.604,4.044,2.783,-1.875,3.158,12.814,0.374,0.406,0.166,25.974,-29.774,7.889
-8.466,9.172,20.155,-5.074,8.014,2.489,6.784,4.575,2.976,-1.344,3.616,13.485,0.428,0.436,0.181,24.779,-29.109,14.825
-7.166,9.634,20.033,-4.653,8.572,1.025,6.674,5.893,3.424,0.883,2.862,14.698,0.477,0.469,0.206,20.331,-27.063,19.778
-7.19,10.08,17.32,-3.982,8.949,-0.482,6.299,7.274,3.6,4.085,1.131,15.323,0.517,0.507,0.241,15.697,-27.661,26.35
-8.339,12.098,17.485,-3.13,9.1,-1.89,5.653,8.316,3.232,3.951,1.046,14.647,0.544,0.548,0.281,9.174,-25.458,28.87
-7.616,13.523,16.561,-2.005,9.081,-3.112,4.68,10.367,2.96,3.398,-0.379,12.935,0.552,0.595,0.333,2.351,-20.784,33.669
-4.901,13.518,15.972,-0.372,8.971,-3.943,3.247,13.94,2.981,4.824,-3.218,9.672,0.533,0.646,0.407,-4.576,-19.023,33.543
-0.852,12.227,14.725,1.78,8.792,-3.963,1.599,17.667,3.192,7.977,-6.756,5.353,0.481,0.686,0.5,-16.37,-15.643,34.36
0.091,12.27,12.316,3.9,8.495,-2.964,0.616,19.412,3.129,11.002,-8.559,2.508,0.402,0.699,0.588,-26.378,-12.117,25.916
0.946,10.731,9.127,5.356,8.124,-1.222,0.685,19.751,2.376,12.275,-10.529,2.505,-0.302,-0.686,-0.652,-35.97,-10.742,15.68
4.374,7.638,4.901,5.909,7.809,0.525,1.501,18.842,1.545,8.444,-16.119,-9.693,-0.192,-0.661,-0.678,-38.664,-7.942,0.481
10.108,3.771,0.608,5.953,7.609,1.682,1.453,13.894,1.256,-0.041,-23.368,-21.33,-0.109,-0.634,-0.674,-36.659,-5.952,-13.034
15.644,1.552,-1.02,6.162,7.342,2.074,1.651,6.222,1.658,-2.65,-28.719,-12.24,-0.081,-0.623,-0.656,-33.447,-5.063,-23.343
18.624,-0.898,1.056,6.445,7.086,2.102,3.182,4.532,1.903,-3.381,-28.765,-10.082,-0.06,-0.624,-0.624,-30.296,-5.58,-24.495
15.361,-6.979,-9.079,6.527,6.92,2.384,2.606,6.22,1.799,-4.235,-15.951,-14.405,-0.025,-0.615,-0.595,-27.179,-6.068,-28.38
6.699,-14.753,-19.426,6.606,6.863,2.331,1.74,1.814,1.316,-7.911,-5.151,-5.727,-0.012,-0.617,-0.577,-22.94,-4.996,-30.698
4.053,-20.731,-9.984,6.644,6.872,2.192,0.559,-2.691,0.187,-9.743,-2.93,18.117,-0.022,-0.623,-0.581,-23.792,-4.761,-32.266
3.357,-21.356,-7.884,6.464,6.961,2.436,-0.82,0.185,-1.166,-3.406,-4.869,5.798,-0.018,-0.613,-0.595,-24.535,-7.361,-31.448
2.399,-8.918,-11.983,6.175,7.145,2.643,-0.179,0.967,-1.724,-2.219,-4.586,2.743,-0.004,-0.604,-0.606,-24.113,-5.585,-30.226
-1.307,1.71,-3.397,5.928,7.259,2.886,-0.381,0.501,-1.369,-0.237,-0.757,8.822,0.005,-0.594,-0.618,-24.223,-7.875,-31.461
-3.153,3.886,20.291,5.749,7.349,3.018,0.196,1.034,-1.05,3.397,-1.761,3.155,0.017,-0.588,-0.622,-22.94,-8.62,-31.108
2.961,1.987,8.198,5.681,7.404,3.013,0.517,0.328,-0.603,1.165,-5.227,1.494,0.023,-0.588,-0.622,-22.105,-8.995,-31.827
