accelerometer_x,accelerometer_y,accelerometer_z,gravity_x,gravity_y,gravity_z,gyros_x,gyros_y,gyros_z,lin_accel_x,lin_accel_y,lin_accel_z,game_rot_vec_x,game_rot_vec_y,game_rot_vec_z,magn_field_x,magn_field_y,magn_field_z
2.99,-4.846,-9.794,6.008,-6.684,-3.923,-0.809,-0.317,1.043,0.132,-1.637,-1.652,0.332,-0.768,0.519,-39.743,19.376,-4.515
4.575,-5.873,-7.884,5.837,-6.774,-4.027,-1.033,0.385,1.428,-1.88,-0.071,-1.764,0.317,-0.778,0.515,-39.076,18.152,-1.816
6.857,-9.177,-6.014,5.62,-6.874,-4.163,-0.945,0.078,1.481,-4.142,-1.087,-2.852,0.303,-0.788,0.509,-37.503,18.877,-1.942
6.031,-8.2,-5.504,5.291,-6.983,-4.406,-1.036,-0.673,1.713,-6.888,-1.187,-4.438,0.29,-0.8,0.501,-38.858,18.802,-2.208
3.85,-6.72,-5.717,4.789,-7.1,-4.778,-1.344,-1.494,2.274,-8.401,-1.313,-5.554,0.277,-0.817,0.488,-37.766,22.356,-1.715
1.374,-7.834,-6.938,4.121,-7.194,-5.238,-1.622,-2.219,2.827,-7.357,-0.819,-5.668,0.261,-0.836,0.471,-36.566,22.92,0.092
-1.698,-8.037,-8.76,3.326,-7.196,-5.773,-2.024,-2.829,3.019,-7.903,-1.433,-7.178,0.246,-0.857,0.448,-36.731,25.23,1.001
-3.704,-8.277,-10.24,2.267,-7.055,-6.423,-2.615,-4.442,3.24,-8.119,-3.693,-8.652,0.235,-0.879,0.415,-34.23,28.659,5.09
-3.314,-7.877,-10.807,0.746,-6.769,-7.057,-2.94,-7.033,3.738,-7.616,-7.398,-10.287,-0.229,0.898,-0.371,-32.565,28.221,5.193
-4.635,-8.502,-12.849,-1.297,-6.299,-7.404,-3.084,-9.6,4.706,-5.864,-11.52,-10.822,-0.222,0.91,-0.316,-30.602,30.173,11.865
-5.885,-10.647,-14.983,-3.65,-5.598,-7.177,-2.899,-11.209,5.921,-4.66,-16.064,-11.273,-0.206,0.907,-0.255,-26.947,31.201,17.697
-6.876,-14.111,-17.286,-6.026,-4.643,-6.189,-2.244,-12.382,7.223,-1.394,-20.754,-10.148,-0.178,0.885,-0.19,-22.136,31.174,22.636
-7.161,-17.82,-18.227,-7.824,-3.558,-4.722,-1.118,-11.259,7.479,2.102,-23.571,-9.898,-0.138,0.85,-0.134,-12.479,30.167,28.954
-8.346,-21.718,-18.521,-8.967,-2.529,-3.06,0.034,-10.055,6.725,4.571,-24.988,-11.9,-0.097,0.804,-0.091,-0.192,29.692,31.27
-7.532,-25.484,-16.453,-9.579,-1.557,-1.411,0.818,-8.967,5.966,8.948,-22.486,-12.264,-0.055,0.754,-0.057,10.028,27.705,32.857
-5.914,-27.217,-14.736,-9.782,-0.694,-0.068,1.226,-7.062,5.051,12.508,-21.192,-12.409,-0.017,0.709,-0.033,22.606,25.964,28.271
-4.643,-27.586,-15.045,-9.747,0.089,1.074,1.246,-6.032,4.378,13.004,-18.753,-11.878,0.018,0.667,-0.013,29.228,21.974,22.444
-0.876,-24.083,-13.711,-9.528,0.855,2.16,0.719,-5.809,4.099,18.019,-12.453,-11.666,0.048,0.623,0.01,35.246,19.151,19.08
2.531,-21.9,-12.478,-9.211,1.393,3.064,-0.395,-4.824,3.023,20.868,-5.226,-10.616,0.064,0.583,0.033,39.236,15.515,11.092
3.134,-18.663,-10.79,-8.889,1.603,3.82,-1.342,-3.933,1.535,18.046,1.669,-7.669,0.064,0.549,0.052,41.998,12.421,6.233
8.475,-11.597,-9.502,-8.507,1.625,4.6,-1.911,-3.994,0.719,12.673,9.542,-0.909,0.057,0.512,0.067,42.172,9.641,2.859
11.753,-3.847,-7.585,-8.149,1.51,5.242,-2.331,-3.24,0.305,7.164,12.301,3.856,0.043,0.48,0.082,41.408,8.408,-0.934
9.337,3.24,-3.926,-7.915,1.306,5.64,-2.107,-1.983,-0.136,3.796,9.55,3.8,0.028,0.46,0.091,42.52,7.858,-2.402
4.381,11.126,3.575,-7.773,1.157,5.866,-1.28,-1.144,-0.319,1.556,9.67,4.245,0.018,0.448,0.095,42.557,8.403,-7.523
-0.771,13.772,8.959,-7.781,1.145,5.858,-0.467,0.107,-0.02,-2.523,9.707,2.109,0.016,0.448,0.098,41.937,7.463,-8.549
-3.912,10.822,9.292,-7.847,1.213,5.755,-0.008,0.544,0.223,-4.009,6.936,-1.418,0.018,0.454,0.101,41.85,8.621,-8.475
-6.024,10.798,9.965,-7.875,1.276,5.703,0.199,0.182,0.124,-3.128,4.266,-2.629,0.021,0.457,0.101,41.455,8.327,-9.438
